X,Y,Z,Name,gx_media_links,Ammit,Anubis,The Ceremony,The Outcome,Thoth,Visit The British Museum website to learn more,s Feather,s a breakdown of the key elements and figures you mentioned
15.40123,-22.399059,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.38681,-22.400329,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.376511,-22.402233,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.358658,-22.409851,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.353165,-22.417151,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.352822,-22.422229,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.347672,-22.427941,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.342865,-22.435557,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.341835,-22.445077,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.343208,-22.454914,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.356255,-22.457452,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.369644,-22.452058,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.38784,-22.439048,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.39814,-22.423498,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
15.40844,-22.412072,0,Weighing of the Heart,https://mymaps.usercontent.google.com/hostedimage/m/*/3AKcrxGRE0b5gZxSCO-wUEnuvEl_fkqwiK7GAnvGii7x6N5MDY6x14ylsrGr6wqwFdxPw9KkCcYyLwOIiPldimn32LZKpIloiFgxcArVCflT7tRMmIB16KDKLcvqSgza7qk9KtzmTqW2LUNEqZEVi816eJ6Y4pD_FhJ3CAO69nSDSWF8n81nJcdmeMth-cYZKYyFyhfe-YP8R4ZRGIekqxg_CZmEvkNX9iyOlqXfgES8-AUC6L6lzExvo_trXfrmwSw?authuser=0&fife=s16383,"This is where the terrifying figure of Ammit comes in. Her name means ""Devourer"" or ""Soul-Eater."" She was a fearsome creature, a hybrid beast often depicted with the head of a crocodile, the torso of a lion, and the hindquarters of a hippopotamus – three","The jackal-headed god Anubis, associated with mummification and the afterlife, typically oversaw the scale and guided the deceased through the process.","After death, the deceased's soul would journey to the Hall of Two Truths. Here, their heart, which the Egyptians believed was the seat of the soul, intellect, and memory, was placed on one side of a great scale.",<br>,"The god of writing, knowledge, and wisdom, Thoth (often depicted with the head of an ibis or a baboon) stood nearby to meticulously record the results of the weighing. He acted as the divine scribe and sometimes as an advocate.",,"On the other side of the scale was placed the feather of Ma'at, the goddess of truth, justice, harmony, and cosmic order. The deceased would also recite the ""Negative Confession,"" declaring they had not committed a long list of sins (such as ""I have not k",<br>
